Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
MCEE	2p13.3	7.25	7.12	0.69	0.69	0.13	0.199	0.500	(A) Black or African American
CSAG1	Xq28	2.39	1.75	3.42	2.86	0.64	0.199	0.500	(A) Black or African American
THAP12	11q13.5	9.97	10.07	0.51	0.55	-0.10	0.199	0.500	(B) White
ABCB7	Xq13.3	8.57	8.67	0.55	0.43	-0.10	0.199	0.500	(B) White
HIST1H2BD	6p22.2	8.52	8.29	1.20	1.18	0.23	0.199	0.500	(A) Black or African American
DNAJB5	9p13.3	7.74	7.58	0.86	0.73	0.16	0.199	0.500	(A) Black or African American
ZAN	7q22.1	0.34	0.16	0.96	0.44	0.18	0.199	0.500	(A) Black or African American
ZNF608	5q23.2	8.10	8.36	1.42	1.03	-0.26	0.200	0.501	(B) White
FGF4	11q13.3	0.21	0.03	0.97	0.29	0.18	0.200	0.501	(A) Black or African American
B3GNT8	19q13.2	7.78	8.06	1.46	1.54	-0.28	0.200	0.501	(B) White
DEFB115	20q11.21	0.03	0.00	0.16	0.04	0.03	0.200	0.501	(A) Black or African American
CPVL	7p14.3	8.77	9.06	1.51	1.30	-0.29	0.200	0.501	(B) White
MKKS	20p12.2	9.54	9.43	0.59	0.56	0.11	0.200	0.501	(A) Black or African American
CLEC18C	16q22.1	1.07	0.84	1.20	1.06	0.23	0.200	0.501	(A) Black or African American
ZDHHC15	Xq13.3	4.67	5.02	1.88	1.53	-0.35	0.200	0.501	(B) White
ZNF701	19q13.41	6.82	6.96	0.75	0.70	-0.14	0.200	0.501	(B) White
KIF5B	10p11.22	11.92	12.01	0.47	0.47	-0.09	0.200	0.501	(B) White
FAM153B	5q35.2	1.79	1.44	1.88	1.42	0.35	0.200	0.501	(A) Black or African American
RBM41	Xq22.3	7.29	7.40	0.56	0.51	-0.11	0.200	0.501	(B) White
UTP25	1q32.2	9.31	9.43	0.61	0.51	-0.12	0.200	0.501	(B) White
DIRAS3	1p31.3	5.38	5.01	1.96	1.83	0.37	0.200	0.501	(A) Black or African American
IRGC	19q13.31	0.44	0.32	0.63	0.56	0.12	0.200	0.501	(A) Black or African American
ST8SIA3	18q21.31	0.65	0.37	1.48	1.23	0.28	0.200	0.501	(A) Black or African American
TREH	11q23.3	0.95	1.22	1.42	1.61	-0.28	0.200	0.501	(B) White
PCDHA3	5q31.3	4.16	4.45	1.52	1.47	-0.29	0.200	0.501	(B) White
MEX3C	18q21.2	9.51	9.60	0.49	0.51	-0.09	0.200	0.501	(B) White
TNNI1	1q32.1	5.66	5.89	1.20	1.19	-0.23	0.200	0.501	(B) White
C1ORF61	1q22	3.63	3.14	2.57	2.47	0.49	0.200	0.501	(A) Black or African American
AHSA1	14q24.3	10.77	10.85	0.43	0.50	-0.08	0.200	0.501	(B) White
C4BPA	1q32.2	10.99	10.51	2.50	2.78	0.48	0.200	0.501	(A) Black or African American
MED15	22q11.21	11.26	11.15	0.61	0.59	0.12	0.200	0.501	(A) Black or African American
ZSCAN16	6p22.1	7.09	7.21	0.64	0.69	-0.12	0.200	0.501	(B) White
ARMH4	14q23.1	5.40	5.63	1.22	1.25	-0.23	0.201	0.502	(B) White
NUBP2	16p13.3	10.06	9.94	0.62	0.66	0.12	0.201	0.502	(A) Black or African American
FAM81A	15q22.2	5.56	5.80	1.31	1.29	-0.25	0.201	0.502	(B) White
BMP2	20p12.3	8.03	8.37	1.80	1.49	-0.34	0.201	0.502	(B) White
OR52N5	11p15.4	0.13	0.06	0.38	0.24	0.07	0.201	0.502	(A) Black or African American
MYEF2	15q21.1	8.42	8.18	1.26	1.20	0.24	0.201	0.502	(A) Black or African American
GAR1	4q25	8.63	8.53	0.50	0.48	0.10	0.201	0.502	(A) Black or African American
IKBKG	Xq28	9.23	9.10	0.68	0.61	0.13	0.201	0.502	(A) Black or African American
NSDHL	Xq28	9.28	9.18	0.54	0.49	0.10	0.201	0.503	(A) Black or African American
THUMPD2	2p22.1|2p22-p21	7.89	7.80	0.48	0.45	0.09	0.201	0.503	(A) Black or African American
ZW10	11q23.2	8.54	8.66	0.61	0.47	-0.11	0.201	0.503	(B) White
KCNH8	3p24.3	3.66	3.22	2.33	1.98	0.44	0.201	0.503	(A) Black or African American
CGA	6q14.3	1.99	1.35	3.46	2.64	0.64	0.201	0.503	(A) Black or African American
FBF1	17q25.1	7.50	7.32	0.95	0.94	0.18	0.201	0.503	(A) Black or African American
ALG14	1p21.3	7.63	7.54	0.50	0.53	0.10	0.202	0.503	(A) Black or African American
RNF213	17q25.3	12.51	12.65	0.73	0.82	-0.14	0.202	0.503	(B) White
NISCH	3p21.1	10.71	10.59	0.64	0.63	0.12	0.202	0.503	(A) Black or African American
GIMAP8	7q36.1	7.95	8.16	1.08	0.98	-0.20	0.202	0.504	(B) White
UGT2B4	4q13.3	2.10	2.46	1.85	2.26	-0.36	0.202	0.504	(B) White
FBRSL1	12q24.33	9.51	9.36	0.78	0.74	0.15	0.202	0.504	(A) Black or African American
OSBPL7	17q21.32	8.62	8.43	1.00	1.03	0.19	0.202	0.504	(A) Black or African American
SLC25A39	17q21.31	11.86	11.75	0.62	0.58	0.12	0.202	0.504	(A) Black or African American
SNRNP40	1p35.2	9.43	9.52	0.49	0.47	-0.09	0.202	0.504	(B) White
CRISPLD2	16q24.1	10.11	9.95	0.82	0.98	0.16	0.202	0.504	(A) Black or African American
GASK1B	4q32.1	9.58	9.79	1.09	1.18	-0.21	0.202	0.504	(B) White
GRM4	6p21.31	2.66	2.29	1.92	1.96	0.37	0.202	0.504	(A) Black or African American
RHOV	15q15.1	8.33	7.96	1.89	1.95	0.36	0.202	0.504	(A) Black or African American
PNPLA1	6p21.31	1.21	1.44	1.16	1.27	-0.22	0.202	0.504	(B) White
NRXN3	14q24.3-q31.1	6.13	6.46	1.73	1.57	-0.33	0.202	0.504	(B) White
FARSB	2q36.1	9.94	9.83	0.59	0.49	0.11	0.202	0.504	(A) Black or African American
CBX8	17q25.3	7.78	7.63	0.78	0.69	0.15	0.202	0.504	(A) Black or African American
ZFHX4	8q21.13	4.62	4.96	1.72	1.81	-0.33	0.202	0.504	(B) White
WDR75	2q32.2	9.73	9.64	0.46	0.43	0.09	0.202	0.504	(A) Black or African American
PGM5	9q21.11	6.71	7.05	1.83	1.44	-0.34	0.202	0.504	(B) White
GTF2IRD1P1	7q11.21	1.43	1.21	1.14	1.20	0.22	0.203	0.504	(A) Black or African American
SELENOK	3p21.1	9.30	9.17	0.71	0.57	0.13	0.203	0.504	(A) Black or African American
SLC22A23	6p25.2	10.38	10.13	1.31	1.27	0.25	0.203	0.504	(A) Black or African American
GAL3ST1	22q12.2	5.48	5.82	1.78	1.78	-0.34	0.203	0.504	(B) White
SDHB	1p36.13	10.41	10.32	0.45	0.45	0.09	0.203	0.504	(A) Black or African American
BSX	11q24.1	0.16	0.02	0.78	0.14	0.14	0.203	0.504	(A) Black or African American
PTH2R	2q34	2.42	2.01	2.19	1.81	0.41	0.203	0.504	(A) Black or African American
KBTBD7	13q14.11	6.58	6.74	0.82	0.78	-0.15	0.203	0.504	(B) White
SPATA31A1	9p12	0.30	0.16	0.77	0.46	0.14	0.203	0.504	(A) Black or African American
KAT7	17q21.33	9.94	10.03	0.48	0.47	-0.09	0.203	0.504	(B) White
AURKB	17p13.1	7.66	7.36	1.59	1.48	0.30	0.203	0.504	(A) Black or African American
S100P	4p16.1	9.09	9.80	3.83	3.20	-0.71	0.203	0.504	(B) White
RGS5	1q23.3	10.46	10.67	1.09	1.06	-0.21	0.203	0.504	(B) White
TACC3	4p16.3	9.90	9.72	0.97	0.90	0.18	0.203	0.504	(A) Black or African American
KDM8	16p12.1	6.44	6.32	0.62	0.52	0.12	0.203	0.504	(A) Black or African American
GGT7	20q11.22	9.09	8.93	0.81	0.91	0.16	0.203	0.505	(A) Black or African American
GCC2	2q12.3	9.88	10.00	0.61	0.59	-0.12	0.203	0.505	(B) White
MFAP1	15q15.3	9.29	9.39	0.53	0.46	-0.10	0.203	0.505	(B) White
RFX3	9p24.2	5.72	5.52	1.05	1.01	0.20	0.203	0.505	(A) Black or African American
MSS51	10q22.2	6.89	6.77	0.58	0.66	0.11	0.203	0.505	(A) Black or African American
RAP2B	3q25.2	10.01	10.16	0.76	0.68	-0.14	0.203	0.505	(B) White
ELAVL2	9p21.3	3.04	2.64	2.12	2.15	0.40	0.203	0.505	(A) Black or African American
RASGRP3	2p22.3	8.20	8.04	0.89	0.78	0.17	0.204	0.506	(A) Black or African American
LCP1	13q14.13	11.61	11.82	1.13	1.11	-0.21	0.204	0.506	(B) White
KLHDC10	7q32.2	9.11	9.26	0.82	0.68	-0.15	0.204	0.506	(B) White
FOXG1	14q12	1.33	0.90	2.30	1.73	0.43	0.204	0.506	(A) Black or African American
RGPD6	2q13	9.26	9.14	0.64	0.74	0.12	0.204	0.506	(A) Black or African American
SMAD1	4q31.21	9.16	9.30	0.71	0.73	-0.14	0.204	0.506	(B) White
PAM	5q21.1	11.99	12.17	0.97	0.80	-0.18	0.204	0.506	(B) White
ARRDC2	19p13.11	9.95	9.80	0.78	0.72	0.15	0.204	0.506	(A) Black or African American
SULT1C4	2q12.3	4.17	4.46	1.50	1.36	-0.28	0.204	0.506	(B) White
OTX2	14q22.3	0.93	0.54	2.12	1.44	0.39	0.204	0.506	(A) Black or African American
TMEM95	17p13.1	0.03	0.06	0.13	0.20	-0.03	0.204	0.506	(B) White
CACNG3	16p12.1	0.31	0.21	0.51	0.50	0.10	0.204	0.506	(A) Black or African American
ELAVL4	1p33-p32.3	2.13	1.83	1.59	1.30	0.30	0.204	0.507	(A) Black or African American
KRTAP5-7	11q13.4	0.52	0.40	0.65	0.49	0.12	0.204	0.507	(A) Black or African American
ALAS2	Xp11.21	1.23	0.97	1.40	1.11	0.26	0.204	0.507	(A) Black or African American
ATXN10	22q13.31	10.73	10.81	0.42	0.42	-0.08	0.204	0.507	(B) White
INHBA	7p14.1	7.15	7.43	1.50	1.56	-0.28	0.204	0.507	(B) White
RAB1A	2p14	11.95	12.02	0.37	0.35	-0.07	0.205	0.507	(B) White
LINC01558	6q27	3.09	2.85	1.30	1.17	0.24	0.205	0.507	(A) Black or African American
FBXO15	18q22.3	4.26	3.97	1.50	1.55	0.29	0.205	0.507	(A) Black or African American
PPP6C	9q33.3	10.36	10.42	0.35	0.35	-0.07	0.205	0.507	(B) White
ZNF329	19q13.43	7.54	7.72	0.93	0.74	-0.17	0.205	0.507	(B) White
SLC27A6	5q23.3	1.23	1.51	1.45	1.73	-0.28	0.205	0.508	(B) White
PUS7	7q22.3	8.86	8.72	0.75	0.67	0.14	0.205	0.508	(A) Black or African American
CFAP65	2q35	4.62	4.16	2.47	2.27	0.46	0.205	0.508	(A) Black or African American
C2ORF42	2p13.3	7.40	7.47	0.38	0.32	-0.07	0.205	0.508	(B) White
KRTAP4-9	17q21.2	0.05	0.08	0.17	0.38	-0.04	0.205	0.508	(B) White
PI15	8q21.13	5.82	6.14	1.67	1.70	-0.32	0.205	0.508	(B) White
CYB5A	18q22.3	10.92	11.13	1.08	1.20	-0.21	0.205	0.508	(B) White
CXCL1	4q13.3	8.31	7.96	1.90	1.87	0.36	0.205	0.508	(A) Black or African American
BLVRA	7p13	10.50	10.38	0.61	0.74	0.12	0.205	0.508	(A) Black or African American
CSNK2A2	16q21	8.67	8.74	0.39	0.47	-0.08	0.205	0.508	(B) White
MFSD14B	9q22.32	10.42	10.51	0.48	0.39	-0.09	0.205	0.508	(B) White
LOC100133050	5q21.1	0.09	0.13	0.24	0.28	-0.05	0.205	0.508	(B) White
SLC2A9	4p16.1	5.42	5.62	1.01	1.04	-0.19	0.205	0.508	(B) White
LIMS3-LOC440895	2q13	4.96	4.67	1.55	1.48	0.29	0.206	0.508	(A) Black or African American
PLEKHA8	7p14.3	7.01	6.85	0.87	0.70	0.16	0.206	0.508	(A) Black or African American
FAM47E	4q21.1	5.96	5.75	1.10	1.19	0.21	0.206	0.508	(A) Black or African American
OR2L2	1q44	0.06	0.03	0.20	0.12	0.04	0.206	0.508	(A) Black or African American
OXNAD1	3p25.1-p24.3	7.81	7.70	0.60	0.44	0.11	0.206	0.508	(A) Black or African American
SCARNA21	17p13.1	0.10	0.04	0.31	0.19	0.06	0.206	0.508	(A) Black or African American
ELMOD2	4q31.1	7.56	7.66	0.51	0.50	-0.10	0.206	0.508	(B) White
H1F0	22q13.1	12.65	12.53	0.62	0.72	0.12	0.206	0.508	(A) Black or African American
SEMA6D	15q21.1	5.77	6.07	1.62	1.40	-0.30	0.206	0.508	(B) White
IDO2	8p11.21	3.01	2.77	1.25	1.36	0.24	0.206	0.508	(A) Black or African American
SLC2A5	1p36.23	7.04	6.76	1.47	1.59	0.28	0.206	0.508	(A) Black or African American
GPSM3	6p21.32	9.41	9.60	0.99	0.91	-0.19	0.206	0.508	(B) White
MAB21L4	2q37.3	7.96	7.58	2.01	1.90	0.38	0.206	0.508	(A) Black or African American
ITIH1	3p21.1	1.13	0.97	0.81	1.13	0.16	0.206	0.508	(A) Black or African American
SOCS5	2p21	9.05	9.15	0.50	0.44	-0.09	0.206	0.508	(B) White
TMEM159	16p12.3	9.89	10.10	1.12	0.96	-0.21	0.206	0.508	(B) White
RGL4	22q11.23	4.03	3.80	1.24	1.16	0.23	0.206	0.509	(A) Black or African American
STT3A	11q24.2	11.72	11.83	0.58	0.52	-0.11	0.206	0.509	(B) White
GRB2	17q25.1	11.70	11.77	0.40	0.37	-0.07	0.206	0.509	(B) White
STAT1	2q32.2	12.57	12.73	0.78	0.94	-0.15	0.206	0.509	(B) White
CCR5	3p21.31	7.63	7.85	1.18	1.19	-0.22	0.206	0.509	(B) White
VIPR2	7q36.3	3.43	3.07	1.89	1.92	0.36	0.206	0.509	(A) Black or African American
RPSAP52	12q14.3	1.52	1.81	1.54	1.77	-0.30	0.206	0.509	(B) White
ARHGEF4	2q21.1	6.17	6.55	2.00	1.78	-0.37	0.206	0.509	(B) White
NSF	17q21.31	10.53	10.63	0.53	0.50	-0.10	0.206	0.509	(B) White
ANKRD13A	12q24.11	10.38	10.51	0.68	0.56	-0.13	0.206	0.509	(B) White
FAM153CP	5q35.3	0.68	0.48	1.09	0.85	0.20	0.207	0.509	(A) Black or African American
RRNAD1	1q23.1	9.40	9.28	0.63	0.58	0.12	0.207	0.509	(A) Black or African American
PSME2	14q12	11.41	11.27	0.77	0.69	0.14	0.207	0.509	(A) Black or African American
NLGN2	17p13.1	9.02	8.85	0.87	0.88	0.16	0.207	0.509	(A) Black or African American
DLX2	2q31.1	0.92	0.73	0.99	1.20	0.19	0.207	0.509	(A) Black or African American
VIP	6q25.2	1.47	1.29	0.91	1.04	0.18	0.207	0.509	(A) Black or African American
FANCG	9p13.3	8.32	8.20	0.62	0.70	0.12	0.207	0.509	(A) Black or African American
BCAT1	12p12.1	9.81	10.12	1.65	1.59	-0.31	0.207	0.509	(B) White
USP1	1p31.3	9.88	9.99	0.62	0.55	-0.12	0.207	0.510	(B) White
ADGRE3	19p13.12	2.50	2.79	1.56	1.50	-0.29	0.207	0.510	(B) White
SERPINE1	7q22.1	10.77	10.52	1.32	1.51	0.25	0.207	0.510	(A) Black or African American
ZMYND11	10p15.3	10.61	10.70	0.54	0.46	-0.10	0.207	0.510	(B) White
PORCN	Xp11.23	7.89	7.75	0.73	0.72	0.14	0.207	0.510	(A) Black or African American
GAGE2A	Xp11.23	0.85	0.41	2.41	1.51	0.44	0.207	0.510	(A) Black or African American
ISG15	1p36.33	10.57	10.28	1.53	1.41	0.29	0.208	0.511	(A) Black or African American
MRPS7	17q25.1	10.26	10.37	0.57	0.50	-0.11	0.208	0.511	(B) White
OR5AU1	14q11.2	0.27	0.13	0.76	0.41	0.14	0.208	0.511	(A) Black or African American
UNC80	2q34	1.95	1.61	1.85	1.38	0.34	0.208	0.511	(A) Black or African American
PATE3	11q24.2	0.04	0.07	0.15	0.26	-0.03	0.208	0.511	(B) White
HIP1	7q11.23	10.06	10.26	1.04	1.01	-0.20	0.208	0.511	(B) White
TRPC4AP	20q11.22	11.41	11.35	0.31	0.33	0.06	0.208	0.511	(A) Black or African American
STAT3	17q21.2	12.62	12.71	0.47	0.44	-0.09	0.208	0.511	(B) White
C11ORF87	11q22.3	0.72	0.90	0.97	1.11	-0.19	0.208	0.511	(B) White
SNAPC3	9p22.3	8.70	8.83	0.71	0.55	-0.13	0.208	0.511	(B) White
GNAS	20q13.32	14.52	14.41	0.61	0.59	0.11	0.208	0.511	(A) Black or African American
PIGH	14q24.1	8.06	8.15	0.45	0.51	-0.09	0.208	0.511	(B) White
CD244	1q23.3	4.65	4.88	1.23	1.22	-0.23	0.208	0.511	(B) White
TFAM	10q21.1	9.02	9.15	0.68	0.58	-0.13	0.208	0.511	(B) White
C1ORF162	1p13.2	7.91	8.10	1.03	1.10	-0.19	0.208	0.511	(B) White
GRIK1-AS1	21q21.3	0.52	0.41	0.55	0.60	0.11	0.208	0.511	(A) Black or African American
ZBED6CL	7q36.1	8.30	8.14	0.85	0.80	0.16	0.208	0.511	(A) Black or African American
HSPB7	1p36.13	5.80	6.09	1.56	1.29	-0.29	0.208	0.511	(B) White
MYO10	5p15.1	11.13	11.01	0.63	0.81	0.12	0.208	0.511	(A) Black or African American
PIGU	20q11.22	9.49	9.40	0.46	0.53	0.09	0.208	0.511	(A) Black or African American
ST6GALNAC4	9q34.11	9.30	9.48	0.91	1.00	-0.17	0.208	0.511	(B) White
PRSS3	9p13.3	4.20	3.70	2.66	2.74	0.50	0.208	0.512	(A) Black or African American
MAPK8IP1	11p11.2	8.02	7.81	1.14	1.09	0.21	0.208	0.512	(A) Black or African American
IRF6	1q32.2	8.99	9.13	0.68	0.83	-0.13	0.209	0.512	(B) White
UGT1A3	2q37.1	0.63	0.87	1.22	1.57	-0.24	0.209	0.512	(B) White
OR2T3	1q44	0.01	0.03	0.07	0.15	-0.02	0.209	0.512	(B) White
WFDC10A	20q13.12	0.55	0.37	1.00	0.61	0.18	0.209	0.512	(A) Black or African American
MRPS12	19q13.2	9.44	9.29	0.80	0.73	0.15	0.209	0.512	(A) Black or African American
SNORA18	11q21	0.15	0.20	0.27	0.35	-0.05	0.209	0.512	(B) White
HOXB8	17q21.32	2.85	3.33	2.52	2.64	-0.48	0.209	0.512	(B) White
CYSLTR1	Xq21.1	5.53	5.82	1.53	1.35	-0.28	0.209	0.512	(B) White
VNN1	6q23.2	6.29	6.00	1.52	1.90	0.29	0.209	0.512	(A) Black or African American
PPP1CA	11q13.2	12.11	12.02	0.47	0.45	0.09	0.209	0.512	(A) Black or African American
SIRPA	20p13	9.86	10.04	0.98	1.04	-0.19	0.209	0.512	(B) White
CD300LB	17q25.1	4.42	4.22	1.07	1.05	0.20	0.209	0.512	(A) Black or African American
ZNF90	19p12	7.84	7.67	0.87	1.28	0.17	0.209	0.512	(A) Black or African American
MARK2	11q13.1	10.77	10.67	0.54	0.47	0.10	0.209	0.512	(A) Black or African American
XIRP1	3p22.2	4.23	3.93	1.57	1.77	0.30	0.209	0.512	(A) Black or African American
SKIDA1	10p12.31	3.46	3.24	1.19	1.12	0.22	0.209	0.512	(A) Black or African American
TC2N	14q32.12	10.70	10.91	1.15	1.02	-0.21	0.209	0.512	(B) White
ST8SIA2	15q26.1	1.97	2.24	1.39	1.83	-0.27	0.209	0.512	(B) White
SMC2	9q31.1	8.82	8.97	0.82	0.75	-0.15	0.209	0.512	(B) White
RRS1	8q13.1	9.20	9.07	0.66	0.75	0.13	0.209	0.513	(A) Black or African American
ACAT1	11q22.3	10.03	9.89	0.75	0.72	0.14	0.209	0.513	(A) Black or African American
TSPAN13	7p21.1	12.24	12.06	1.01	0.81	0.18	0.210	0.513	(A) Black or African American
AGO4	1p34.3	8.41	8.52	0.57	0.64	-0.11	0.210	0.513	(B) White
CAPN5	11q13.5	9.41	9.63	1.15	1.36	-0.22	0.210	0.513	(B) White
FOXA3	19q13.32	5.71	6.14	2.27	2.24	-0.42	0.210	0.513	(B) White
OR9G4	11q12.1	0.04	0.02	0.16	0.10	0.03	0.210	0.513	(A) Black or African American
HIST1H4D	6p22.2	0.84	0.64	1.10	0.75	0.20	0.210	0.513	(A) Black or African American
PEX19	1q23.2	10.68	10.78	0.56	0.49	-0.10	0.210	0.513	(B) White
EGR2	10q21.3	7.62	7.86	1.27	1.16	-0.24	0.210	0.513	(B) White
RPTOR	17q25.3	9.94	9.82	0.66	0.59	0.12	0.210	0.513	(A) Black or African American
OR6C76	12q13.2	0.03	0.00	0.17	0.04	0.03	0.210	0.513	(A) Black or African American
IKBKE	1q32.1	8.67	8.52	0.84	0.71	0.16	0.210	0.513	(A) Black or African American
KCNQ2	20q13.33	1.86	1.42	2.38	2.26	0.44	0.210	0.513	(A) Black or African American
CLEC5A	7q34	7.00	7.28	1.49	1.50	-0.28	0.210	0.513	(B) White
GSTA2	6p12.2	3.71	4.22	2.68	2.94	-0.51	0.210	0.514	(B) White
CYP2E1	10q26.3	4.84	4.48	1.94	1.78	0.36	0.210	0.514	(A) Black or African American
HOXB9	17q21.32	3.43	4.04	3.21	3.51	-0.61	0.210	0.514	(B) White
TEKT1	17p13.1	4.05	3.48	3.04	2.80	0.56	0.210	0.514	(A) Black or African American
PCDHB11	5q31.3	5.32	5.59	1.47	1.57	-0.28	0.210	0.514	(B) White
FUT5	19p13.3	1.01	0.80	1.15	0.86	0.21	0.210	0.514	(A) Black or African American
MAVS	20p13	11.13	11.01	0.64	0.57	0.12	0.210	0.514	(A) Black or African American
NAP1L1	12q21.2	12.57	12.67	0.54	0.48	-0.10	0.210	0.514	(B) White
TEKT4	2q11.1	3.37	3.04	1.79	1.52	0.33	0.210	0.514	(A) Black or African American
TMEM62	15q15.2	9.69	9.82	0.70	0.66	-0.13	0.211	0.514	(B) White
NOP16	5q35.2	8.06	7.94	0.66	0.68	0.12	0.211	0.514	(A) Black or African American
TCTN3	10q24.1	9.99	10.09	0.54	0.44	-0.10	0.211	0.514	(B) White
SLAMF8	1q23.2	9.10	9.30	1.07	1.21	-0.20	0.211	0.514	(B) White
ANKRD55	5q11.2	2.50	2.27	1.28	1.19	0.24	0.211	0.514	(A) Black or African American
CD47	3q13.12	11.88	12.02	0.73	0.81	-0.14	0.211	0.515	(B) White
MRPS28	8q21.13	8.46	8.31	0.76	0.78	0.14	0.211	0.515	(A) Black or African American
TAF10	11p15.4	9.98	9.88	0.55	0.54	0.10	0.211	0.515	(A) Black or African American
ZNF705A	12p13.31	0.54	0.41	0.72	0.56	0.13	0.211	0.515	(A) Black or African American
WBP11P1	18q12.1	3.08	3.24	0.86	0.80	-0.16	0.211	0.515	(B) White
L1TD1	1p31.3	3.41	3.10	1.64	1.40	0.30	0.211	0.515	(A) Black or African American
KMT5B	11q13.2	10.08	9.98	0.54	0.45	0.10	0.211	0.515	(A) Black or African American
MED26	19p13.11	8.18	8.09	0.49	0.46	0.09	0.211	0.515	(A) Black or African American
GALNT13	2q23.3-q24.1	4.63	4.17	2.51	2.18	0.46	0.211	0.515	(A) Black or African American
PCDHGC5	5q31.3	2.98	3.25	1.49	1.36	-0.27	0.211	0.515	(B) White
PCDHB1	5q31.3	0.68	0.87	1.01	1.06	-0.19	0.211	0.515	(B) White
ZBTB4	17p13.1	10.94	11.06	0.63	0.61	-0.12	0.211	0.515	(B) White
LRP2	2q31.1	6.47	7.01	2.91	2.83	-0.54	0.211	0.515	(B) White
KRAS	12p12.1	10.36	10.52	0.90	0.68	-0.16	0.211	0.515	(B) White
HIST1H2BA	6p22.2	0.27	0.14	0.67	0.47	0.12	0.211	0.515	(A) Black or African American
CCNYL1	2q33.3	9.33	9.44	0.56	0.55	-0.10	0.211	0.515	(B) White
KCNMB4	12q15	7.43	7.08	1.94	1.65	0.36	0.211	0.515	(A) Black or African American
ABCD4	14q24.3	9.04	9.16	0.66	0.50	-0.12	0.211	0.515	(B) White
IMMT	2p11.2|2	10.84	10.77	0.40	0.37	0.07	0.211	0.515	(A) Black or African American
FUNDC1	Xp11.3	8.49	8.37	0.65	0.57	0.12	0.211	0.515	(A) Black or African American
ADH1C	4q23	6.08	5.53	2.93	2.97	0.55	0.211	0.515	(A) Black or African American
CD4	12p13.31	10.78	10.97	1.01	1.06	-0.19	0.211	0.515	(B) White
PRDM7	16q24.3	0.44	0.34	0.59	0.57	0.11	0.212	0.515	(A) Black or African American
DANCR	4q12	9.04	8.87	0.92	0.89	0.17	0.212	0.515	(A) Black or African American
TMEM170B	6p24.2	7.56	7.74	0.99	0.88	-0.18	0.212	0.515	(B) White
UCHL1	4p13	9.00	8.50	2.68	2.51	0.50	0.212	0.515	(A) Black or African American
TMEM19	12q21.1	9.23	9.34	0.57	0.59	-0.11	0.212	0.515	(B) White
ITIH3	3p21.1	3.66	3.96	1.69	1.28	-0.31	0.212	0.515	(B) White
ADAMTS9	3p14.1	7.59	7.79	1.12	1.18	-0.21	0.212	0.515	(B) White
GTF3A	13q12.2	11.01	10.89	0.62	0.68	0.12	0.212	0.515	(A) Black or African American
ESPN	1p36.31	7.67	7.32	1.83	2.02	0.35	0.212	0.515	(A) Black or African American
ADAMTS6	5q12.3	5.01	4.81	1.06	1.26	0.20	0.212	0.515	(A) Black or African American
STX18	4p16.3-p16.2	9.03	9.11	0.43	0.42	-0.08	0.212	0.515	(B) White
TPPP3	16q22.1	9.20	8.89	1.66	1.72	0.31	0.212	0.515	(A) Black or African American
FES	15q26.1	8.92	8.76	0.87	0.76	0.16	0.212	0.515	(A) Black or African American
SLC35G3	17q12	0.25	0.12	0.79	0.30	0.14	0.212	0.515	(A) Black or African American
AOC2	17q21.31	4.40	4.16	1.31	1.07	0.24	0.212	0.515	(A) Black or African American
CCL8	17q12	5.28	5.63	1.86	1.74	-0.34	0.212	0.515	(B) White
TMEM258	11q12.2	10.62	10.53	0.46	0.54	0.09	0.212	0.515	(A) Black or African American
TSHZ3	19q12	6.89	7.06	0.88	1.08	-0.17	0.212	0.516	(B) White
TSPYL6	2p16.2	0.55	0.39	0.88	0.73	0.16	0.212	0.516	(A) Black or African American
CAMLG	5q31.1	9.30	9.41	0.62	0.52	-0.11	0.212	0.516	(B) White
NHLRC4	16p13.3	4.96	4.69	1.43	1.24	0.26	0.212	0.516	(A) Black or African American
KRTAP5-8	11q13.4	0.99	0.82	0.97	0.78	0.18	0.213	0.516	(A) Black or African American
DCTN1-AS1	2p13.1	0.87	0.71	0.87	0.85	0.16	0.213	0.516	(A) Black or African American
RGS6	14q24.2	2.27	2.58	1.67	2.02	-0.32	0.213	0.516	(B) White
NAF1	4q32.2	7.17	7.27	0.54	0.42	-0.10	0.213	0.516	(B) White
SP5	2q31.1	5.99	5.60	2.09	1.92	0.38	0.213	0.516	(A) Black or African American
MRPL2	6p21.1	9.18	9.08	0.52	0.54	0.10	0.213	0.517	(A) Black or African American
MUC20	3q29	10.44	10.15	1.59	1.64	0.30	0.213	0.517	(A) Black or African American
INTS6L	Xq26.3	7.39	7.23	0.86	0.89	0.16	0.213	0.517	(A) Black or African American
USP6	17p13.2	5.34	5.48	0.75	0.64	-0.14	0.213	0.517	(B) White
LINC00636	3q13.12	0.62	0.50	0.68	0.59	0.12	0.213	0.517	(A) Black or African American
PCF11	11q14.1	9.95	9.85	0.50	0.47	0.09	0.213	0.517	(A) Black or African American
CGB8	19q13.33	0.90	0.59	1.73	1.25	0.31	0.213	0.517	(A) Black or African American
LIPT1	2q11.2	6.68	6.77	0.49	0.52	-0.09	0.213	0.517	(B) White
KIAA2026	9p24.1	8.84	8.95	0.62	0.56	-0.11	0.213	0.517	(B) White
ABHD1	2p23.3	2.88	2.62	1.39	1.32	0.26	0.213	0.517	(A) Black or African American
