Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
TMEM236	10p12.33	3.13	2.88	1.74	1.11	0.25	0.316	0.497	(A) Black or African American
PDZK1	1q21.1	11.12	11.39	1.84	1.54	-0.27	0.316	0.498	(B) White
SPATA9	5q15	2.56	2.43	0.87	0.85	0.13	0.316	0.498	(A) Black or African American
NCR2	6p21.1	0.11	0.15	0.30	0.37	-0.05	0.316	0.498	(B) White
TMC5	16p12.3	2.80	2.45	2.40	1.60	0.35	0.316	0.498	(A) Black or African American
AGA	4q34.3	8.90	8.96	0.43	0.44	-0.06	0.316	0.498	(B) White
BOLA3	2p13.1	8.17	8.05	0.78	0.67	0.11	0.316	0.498	(A) Black or African American
FPR2	19q13.41	4.02	4.23	1.42	1.39	-0.21	0.316	0.498	(B) White
CREM	10p11.21	9.37	9.26	0.72	0.57	0.11	0.316	0.498	(A) Black or African American
BPIFC	22q12.3	0.13	0.07	0.44	0.20	0.06	0.316	0.498	(A) Black or African American
CRYGB	2q33.3	0.04	0.00	0.26	0.07	0.04	0.316	0.498	(A) Black or African American
EPM2AIP1	3p22.2	9.56	9.48	0.54	0.50	0.08	0.316	0.498	(A) Black or African American
ESF1	20p12.1	8.43	8.52	0.59	0.52	-0.09	0.316	0.498	(B) White
PROM2	2q11.1	5.61	5.20	2.81	2.32	0.41	0.316	0.498	(A) Black or African American
AP1S3	2q36.1	8.50	8.37	0.82	0.96	0.12	0.316	0.498	(A) Black or African American
ROPN1L	5p15.2	3.93	4.11	1.23	1.17	-0.18	0.316	0.498	(B) White
VSTM2B	19q12	0.21	0.12	0.59	0.51	0.09	0.316	0.498	(A) Black or African American
CIITA	16p13.13	8.57	8.75	1.20	1.04	-0.18	0.316	0.498	(B) White
NPY1R	4q32.2	8.31	8.54	1.61	1.30	-0.23	0.317	0.498	(B) White
HACE1	6q16.3	7.92	8.01	0.61	0.62	-0.09	0.317	0.498	(B) White
ZNF33A	10p11.1	10.00	10.09	0.60	0.50	-0.09	0.317	0.498	(B) White
TRIM49	11q14.3	0.06	0.10	0.29	0.28	-0.04	0.317	0.498	(B) White
GCM2	6p24.2	0.24	0.18	0.43	0.32	0.06	0.317	0.498	(A) Black or African American
HMX2	10q26.13	0.13	0.21	0.44	0.70	-0.07	0.317	0.498	(B) White
NIF3L1	2q33.1	8.42	8.47	0.33	0.37	-0.05	0.317	0.498	(B) White
KCNIP2	10q24.32	4.57	4.39	1.13	1.36	0.17	0.317	0.499	(A) Black or African American
CDV3	3q22.1	11.45	11.53	0.51	0.50	-0.08	0.317	0.499	(B) White
LOXHD1	18q21.1	2.99	3.26	1.85	1.63	-0.27	0.317	0.499	(B) White
EIF3K	19q13.2	11.61	11.53	0.47	0.57	0.07	0.317	0.499	(A) Black or African American
WDR60	7q36.3	9.47	9.38	0.59	0.64	0.09	0.317	0.499	(A) Black or African American
ZSCAN4	19q13.43	1.78	1.58	1.38	0.97	0.20	0.317	0.499	(A) Black or African American
LOC650293	4p16.1	0.04	0.01	0.15	0.08	0.02	0.317	0.499	(A) Black or African American
C21ORF62-AS1	21q22.11	3.40	3.50	0.68	0.70	-0.10	0.318	0.499	(B) White
MTHFS	15q25.1	9.20	9.30	0.70	0.66	-0.10	0.318	0.499	(B) White
BRDT	1p22.1	0.20	0.13	0.49	0.29	0.07	0.318	0.499	(A) Black or African American
ARHGAP24	4q21.23-q21.3	10.45	10.32	0.85	0.81	0.13	0.318	0.499	(A) Black or African American
KRT28	17q21.2	0.09	0.04	0.33	0.18	0.05	0.318	0.499	(A) Black or African American
SCOC	4q31.1	10.31	10.23	0.49	0.57	0.07	0.318	0.499	(A) Black or African American
FFAR1	19q13.12	0.14	0.10	0.34	0.28	0.05	0.318	0.499	(A) Black or African American
NEMF	14q21.3	9.27	9.19	0.59	0.49	0.09	0.318	0.499	(A) Black or African American
RAB12	18p11.22	9.94	9.90	0.31	0.37	0.05	0.318	0.499	(A) Black or African American
NGF	1p13.2	6.43	6.70	1.88	1.39	-0.27	0.318	0.499	(B) White
C1ORF194	1p13.3	0.65	0.55	0.70	0.84	0.11	0.318	0.499	(A) Black or African American
CMSS1	3q12.1	8.06	7.98	0.54	0.54	0.08	0.318	0.499	(A) Black or African American
DAGLB	7p22.1	9.08	9.01	0.47	0.47	0.07	0.318	0.499	(A) Black or African American
C11ORF53	11q23.1	0.50	0.27	1.58	0.95	0.22	0.319	0.499	(A) Black or African American
OR4X2	11p11.2	0.11	0.05	0.38	0.20	0.05	0.319	0.500	(A) Black or African American
KALRN	3q21.1-q21.2	8.80	8.94	0.97	0.89	-0.14	0.319	0.500	(B) White
NHLH1	1q23.2	2.42	2.29	0.88	0.95	0.13	0.319	0.500	(A) Black or African American
NODAL	10q22.1	2.98	2.83	1.05	1.03	0.16	0.319	0.500	(A) Black or African American
LPAR3	1p22.3	0.66	0.54	0.79	0.61	0.11	0.319	0.500	(A) Black or African American
COPG2	7q32.2	8.06	7.96	0.69	0.57	0.10	0.319	0.500	(A) Black or African American
SRP54	14q13.2	9.90	9.97	0.51	0.47	-0.07	0.319	0.500	(B) White
CAMK2N2	3q27.1	3.52	3.73	1.41	1.48	-0.21	0.319	0.500	(B) White
ASAP3	1p36.12	8.02	8.19	1.17	0.89	-0.17	0.319	0.500	(B) White
LOC399815	10q26.13	1.85	1.69	1.09	0.95	0.16	0.319	0.500	(A) Black or African American
KCNS2	8q22.2	1.32	1.51	1.23	1.24	-0.18	0.319	0.500	(B) White
SEMA7A	15q24.1	6.79	6.95	1.01	1.15	-0.15	0.319	0.500	(B) White
GPR35	2q37.3	6.52	6.21	2.15	1.96	0.32	0.319	0.500	(A) Black or African American
PRRG3	Xq28	1.93	1.74	1.32	1.20	0.19	0.319	0.500	(A) Black or African American
PPM1K	4q22.1	7.66	7.78	0.83	0.66	-0.12	0.319	0.500	(B) White
LARP6	15q23	8.35	8.47	0.82	0.63	-0.12	0.319	0.500	(B) White
MYF5	12q21.31	0.03	0.06	0.16	0.25	-0.03	0.320	0.500	(B) White
SNX12	Xq13.1	7.55	7.67	0.80	0.61	-0.12	0.320	0.500	(B) White
PIK3CD-AS1	1p36.22	1.32	1.43	0.76	0.82	-0.11	0.320	0.500	(B) White
ACP7	19q13.2	0.63	0.52	0.73	0.65	0.11	0.320	0.500	(A) Black or African American
GDAP1L1	20q13.12	1.37	1.17	1.34	1.00	0.19	0.320	0.500	(A) Black or African American
PLLP	16q13	8.79	8.62	1.17	1.20	0.17	0.320	0.500	(A) Black or African American
PLD5	1q43	1.77	1.48	2.04	1.34	0.29	0.320	0.500	(A) Black or African American
POU2AF1	11q23.1	4.84	5.18	2.31	2.03	-0.34	0.320	0.500	(B) White
CD1A	1q23.1	1.78	2.01	1.55	1.70	-0.23	0.320	0.500	(B) White
CLDN4	7q11.23	10.82	10.60	1.53	1.19	0.22	0.320	0.501	(A) Black or African American
RPL19P12	7q22.1	6.13	6.00	0.90	0.83	0.13	0.320	0.501	(A) Black or African American
DLX4	17q21.33	3.38	3.59	1.39	1.61	-0.21	0.320	0.501	(B) White
EFCAB8	20q11.21	0.83	0.73	0.71	0.77	0.11	0.320	0.501	(A) Black or African American
COPS7A	12p13.31	10.68	10.63	0.35	0.39	0.05	0.320	0.501	(A) Black or African American
LHX1	17q12	1.70	1.33	2.61	1.81	0.37	0.320	0.501	(A) Black or African American
MAP3K8	10p11.23	7.40	7.28	0.82	0.94	0.12	0.320	0.501	(A) Black or African American
SLC6A20	3p21.31	4.71	4.24	3.21	2.92	0.47	0.320	0.501	(A) Black or African American
USP32P1	17p11.2	6.45	6.70	1.62	2.00	-0.25	0.320	0.501	(B) White
MYOD1	11p15.1	0.43	0.56	0.84	0.88	-0.12	0.321	0.501	(B) White
LINC00488	3q13.13	1.86	1.52	2.38	1.70	0.34	0.321	0.501	(A) Black or African American
PLP1	Xq22.2	1.07	1.29	1.49	1.61	-0.22	0.321	0.501	(B) White
SLC27A3	1q21.3	9.31	9.19	0.81	0.80	0.12	0.321	0.502	(A) Black or African American
PRAMEF13	1p36.21	0.06	0.02	0.31	0.12	0.04	0.321	0.502	(A) Black or African American
TFAP2D	6p12.3	0.18	0.06	0.84	0.22	0.12	0.321	0.502	(A) Black or African American
PLSCR2	3q24	1.63	1.50	0.87	0.78	0.13	0.321	0.502	(A) Black or African American
SCGN	6p22.2	7.23	7.70	3.19	3.15	-0.47	0.321	0.502	(B) White
RDH11	14q24.1	10.98	10.86	0.86	0.61	0.12	0.321	0.502	(A) Black or African American
FSTL3	19p13.3	10.70	10.91	1.46	1.34	-0.21	0.321	0.502	(B) White
MUC13	3q21.2	4.06	4.43	2.58	2.20	-0.37	0.321	0.502	(B) White
RPS8	1p34.1	14.05	14.17	0.79	0.69	-0.11	0.322	0.502	(B) White
MON1B	16q23.1	9.31	9.39	0.49	0.40	-0.07	0.322	0.502	(B) White
GRM1	6q24.3	2.37	2.12	1.76	1.07	0.25	0.322	0.502	(A) Black or African American
HAUS8	19p13.11	6.29	6.21	0.55	0.56	0.08	0.322	0.502	(A) Black or African American
VCX	Xp22.31	0.38	0.31	0.47	0.55	0.07	0.322	0.502	(A) Black or African American
PARP6	15q23	9.68	9.60	0.59	0.57	0.09	0.322	0.502	(A) Black or African American
VWA8	13q14.11	9.12	9.22	0.70	0.66	-0.10	0.322	0.503	(B) White
RFPL4B	6q21	0.95	1.13	1.20	1.37	-0.18	0.322	0.503	(B) White
ALKAL1	8q11.23	0.56	0.38	1.27	0.69	0.18	0.322	0.503	(A) Black or African American
GPR15	3q11.2	1.75	1.97	1.51	1.64	-0.23	0.322	0.503	(B) White
EXT1	8q24.11	9.75	9.83	0.56	0.48	-0.08	0.322	0.503	(B) White
TACO1	17q23.3	8.91	8.82	0.63	0.55	0.09	0.322	0.503	(A) Black or African American
PMS2	7p22.1	9.61	9.54	0.48	0.39	0.07	0.322	0.503	(A) Black or African American
LINC00574	6q27	2.28	2.47	1.31	1.13	-0.19	0.322	0.503	(B) White
LGR6	1q32.1	3.77	3.58	1.31	1.17	0.19	0.322	0.503	(A) Black or African American
ERCC8	5q12.1	7.18	7.24	0.41	0.44	-0.06	0.322	0.503	(B) White
MAGEE2	Xq13.3	0.85	0.73	0.80	0.69	0.12	0.322	0.503	(A) Black or African American
BMP5	6p12.1	2.35	2.02	2.26	2.04	0.33	0.323	0.503	(A) Black or African American
SLC24A2	9p22.1-p21.3	0.41	0.23	1.24	0.89	0.18	0.323	0.503	(A) Black or African American
PLK2	5q11.2	10.85	11.02	1.23	0.91	-0.18	0.323	0.503	(B) White
FAM20B	1q25.2	10.18	10.23	0.35	0.35	-0.05	0.323	0.503	(B) White
SPATC1	8q24.3	2.24	2.08	1.05	0.96	0.15	0.323	0.503	(A) Black or African American
PHACTR3	20q13.32-q13.33	3.32	2.97	2.39	2.17	0.35	0.323	0.503	(A) Black or African American
PLA2G5	1p36.13	3.01	3.25	1.65	1.57	-0.24	0.323	0.503	(B) White
OXA1L	14q11.2	11.28	11.23	0.36	0.43	0.05	0.323	0.503	(A) Black or African American
PPP1R1C	2q31.3-q32.1	1.61	1.37	1.64	1.55	0.24	0.323	0.503	(A) Black or African American
SMCR8	17p11.2	9.81	9.92	0.73	0.59	-0.11	0.323	0.503	(B) White
JUNB	19p13.13	11.89	11.71	1.25	1.15	0.18	0.323	0.503	(A) Black or African American
MAK16	8p12	8.42	8.48	0.46	0.41	-0.07	0.323	0.503	(B) White
BFSP2	3q22.1	0.78	0.96	1.25	1.08	-0.18	0.323	0.504	(B) White
FGF21	19q13.33	0.28	0.14	1.03	0.48	0.14	0.323	0.504	(A) Black or African American
ENPP4	6p21.1	9.68	9.79	0.73	0.84	-0.11	0.323	0.504	(B) White
PTGR1	9q31.3	10.28	10.40	0.85	0.79	-0.12	0.323	0.504	(B) White
CAPN13	2p23.1	4.55	4.31	1.65	1.77	0.24	0.324	0.504	(A) Black or African American
ERAS	Xp11.23	1.30	1.18	0.73	0.97	0.11	0.324	0.504	(A) Black or African American
PPP1R42	8q13.1	0.81	0.68	0.91	0.83	0.13	0.324	0.504	(A) Black or African American
DERL1	8q24.13	11.37	11.31	0.43	0.48	0.06	0.324	0.504	(A) Black or African American
THYN1	11q25	8.94	8.87	0.48	0.50	0.07	0.324	0.504	(A) Black or African American
DAG1	3p21.31	11.16	11.07	0.64	0.48	0.09	0.324	0.504	(A) Black or African American
C17ORF80	17q25.1	9.02	9.08	0.39	0.32	-0.06	0.324	0.505	(B) White
LINC00889	Xq26.3	2.29	2.13	1.06	1.00	0.16	0.324	0.505	(A) Black or African American
DDX50	10q22.1	9.67	9.73	0.40	0.37	-0.06	0.325	0.505	(B) White
KRTAP5-11	11q13.4	0.15	0.08	0.53	0.24	0.07	0.325	0.505	(A) Black or African American
DYRK4	12p13.32	8.30	8.23	0.46	0.57	0.07	0.325	0.506	(A) Black or African American
ZC3H14	14q31.3	9.76	9.82	0.47	0.39	-0.07	0.325	0.506	(B) White
GPATCH2	1q41	7.78	7.85	0.49	0.44	-0.07	0.325	0.506	(B) White
DMRTC1	Xq13.1	0.14	0.07	0.50	0.34	0.07	0.325	0.506	(A) Black or African American
ETFB	19q13.41	10.77	10.66	0.75	0.72	0.11	0.325	0.506	(A) Black or African American
C7ORF13	7q36.3	7.01	7.15	0.99	0.77	-0.14	0.325	0.506	(B) White
RFPL4A	19q13.42	1.57	1.75	1.28	1.21	-0.19	0.325	0.506	(B) White
IMPG1	6q14.1	2.58	2.43	1.06	1.01	0.15	0.325	0.506	(A) Black or African American
CLTCL1	22q11.21	7.01	7.10	0.66	0.72	-0.10	0.325	0.506	(B) White
MANEAL	1p34.3	6.83	6.63	1.35	1.36	0.20	0.325	0.506	(A) Black or African American
MAP3K12	12q13.13	8.05	7.93	0.82	0.89	0.12	0.325	0.506	(A) Black or African American
DPPA2	3q13.13	0.15	0.23	0.44	0.81	-0.07	0.325	0.506	(B) White
B9D1	17p11.2	8.21	8.12	0.65	0.77	0.10	0.326	0.506	(A) Black or African American
AFF1	4q21.3-q22.1	11.95	12.04	0.65	0.60	-0.09	0.326	0.506	(B) White
OR2B6	6p22.1	0.54	0.44	0.69	0.62	0.10	0.326	0.506	(A) Black or African American
ZNRF2P1	7p14.3	5.51	5.63	0.86	0.77	-0.12	0.326	0.506	(B) White
CASP3	4q35.1	9.02	8.96	0.45	0.51	0.07	0.326	0.506	(A) Black or African American
CSRNP1	3p22.2	10.19	10.02	1.20	0.97	0.17	0.326	0.506	(A) Black or African American
POTEM	14q11.2	4.00	3.85	1.02	0.77	0.14	0.326	0.506	(A) Black or African American
ARX	Xp21.3	2.18	1.75	3.05	2.26	0.43	0.326	0.507	(A) Black or African American
ZNF449	Xq26.3	7.70	7.63	0.48	0.60	0.07	0.326	0.507	(A) Black or African American
TGFBRAP1	2q12.1-q12.2	7.97	8.13	1.16	0.92	-0.17	0.326	0.507	(B) White
SAMD4B	19q13.2	10.53	10.61	0.55	0.53	-0.08	0.326	0.507	(B) White
TEX101	19q13.31	0.13	0.07	0.41	0.34	0.06	0.327	0.508	(A) Black or African American
FAM50B	6p25.2	8.26	8.15	0.74	0.90	0.11	0.327	0.508	(A) Black or African American
MYOZ3	5q33.1	4.21	3.98	1.59	1.27	0.23	0.327	0.508	(A) Black or African American
XPNPEP1	10q25.1	10.33	10.27	0.37	0.35	0.05	0.327	0.508	(A) Black or African American
PIGU	20q11.22	9.02	8.95	0.49	0.47	0.07	0.327	0.508	(A) Black or African American
FAM162B	6q22.1	4.83	5.06	1.64	1.18	-0.23	0.327	0.508	(B) White
OR2V2	5q35.3	0.08	0.02	0.42	0.14	0.06	0.327	0.508	(A) Black or African American
SHE	1q21.3	8.64	8.81	1.15	1.07	-0.17	0.327	0.508	(B) White
ACE2	Xp22.2	9.20	9.64	3.05	2.84	-0.44	0.327	0.508	(B) White
METTL5	2q31.1	8.87	8.96	0.56	0.48	-0.08	0.327	0.508	(B) White
PSG2	19q13.31	0.06	0.10	0.26	0.52	-0.05	0.327	0.508	(B) White
TRMT2B	Xq22.1	8.30	8.40	0.72	0.51	-0.10	0.327	0.508	(B) White
CLNK	4p16.1	1.16	1.43	1.87	1.74	-0.27	0.328	0.508	(B) White
STK40	1p34.3	10.20	10.27	0.53	0.44	-0.08	0.328	0.508	(B) White
UPK2	11q23.3	1.73	1.54	1.38	1.01	0.20	0.328	0.508	(A) Black or African American
CTRB2	16q23.1	0.32	0.22	0.66	0.48	0.09	0.328	0.508	(A) Black or African American
C4ORF50	4p16.1	1.06	0.91	1.09	0.76	0.15	0.328	0.509	(A) Black or African American
QTRT2	3q13.31	8.61	8.68	0.46	0.41	-0.07	0.328	0.509	(B) White
GJA9	1p34.3	2.73	2.61	0.83	0.74	0.12	0.328	0.509	(A) Black or African American
PRKAB1	12q24.23	10.71	10.62	0.67	0.65	0.10	0.328	0.509	(A) Black or African American
SLC25A48	5q31.1	4.19	3.88	2.14	2.03	0.31	0.328	0.509	(A) Black or African American
LY96	8q21.11	6.84	7.00	1.14	1.11	-0.17	0.328	0.509	(B) White
RIBC2	22q13.31	2.41	2.60	1.30	1.32	-0.19	0.328	0.509	(B) White
HEXIM1	17q21.31	10.26	10.19	0.44	0.49	0.07	0.328	0.509	(A) Black or African American
RASGEF1C	5q35.3	2.02	2.28	1.66	2.07	-0.25	0.328	0.509	(B) White
LOC392196	8p23.1	0.20	0.15	0.37	0.31	0.05	0.328	0.509	(A) Black or African American
ZNF416	19q13.43	6.73	6.82	0.58	0.50	-0.08	0.328	0.509	(B) White
ABCD1	Xq28	9.18	9.08	0.67	0.65	0.10	0.328	0.509	(A) Black or African American
MLIP	6p12.1	4.03	4.23	1.39	1.57	-0.21	0.328	0.509	(B) White
CTSL	9q21.33	12.25	12.16	0.60	0.51	0.09	0.328	0.509	(A) Black or African American
RGN	Xp11.3	8.21	8.00	1.45	1.06	0.20	0.328	0.509	(A) Black or African American
CCN2	6q23.2	11.35	11.56	1.46	1.24	-0.21	0.328	0.509	(B) White
PKD1L3	16q22.2	1.14	1.04	0.68	0.64	0.10	0.328	0.509	(A) Black or African American
GHSR	3q26.31	0.12	0.08	0.26	0.21	0.04	0.328	0.509	(A) Black or African American
SH3BP5	3p25.1	10.69	10.56	0.94	0.82	0.14	0.329	0.509	(A) Black or African American
APH1B	15q22.2	8.80	8.89	0.69	0.54	-0.10	0.329	0.510	(B) White
PLEKHA7	11p15.2-p15.1	9.32	9.16	1.13	0.99	0.16	0.329	0.510	(A) Black or African American
C1ORF146	1p22.1	0.06	0.04	0.15	0.15	0.02	0.329	0.510	(A) Black or African American
C11ORF94	11p11.2	0.03	0.05	0.12	0.16	-0.02	0.329	0.510	(B) White
SMIM21	18q23	0.05	0.09	0.30	0.30	-0.04	0.329	0.510	(B) White
SLC45A3	1q32.1	7.21	7.04	1.22	1.01	0.17	0.330	0.510	(A) Black or African American
COG1	17q25.1	9.78	9.83	0.28	0.46	-0.05	0.330	0.511	(B) White
TEC	19q13.2	6.15	6.09	0.45	0.49	0.07	0.330	0.511	(A) Black or African American
MAP4K1	19q13.2	6.90	7.10	1.41	1.35	-0.20	0.330	0.511	(B) White
CLEC14A	14q21.1	10.34	10.56	1.55	1.11	-0.22	0.330	0.511	(B) White
HEY1	8q21.13	8.37	8.55	1.29	0.95	-0.18	0.330	0.511	(B) White
C5	9q33.2	6.51	6.30	1.53	0.93	0.21	0.330	0.511	(A) Black or African American
RPAP1	15q15.1	9.07	9.01	0.39	0.41	0.06	0.330	0.511	(A) Black or African American
PMFBP1	16q22.2	2.92	2.74	1.19	1.33	0.18	0.330	0.511	(A) Black or African American
ABCG8	2p21	0.95	0.76	1.31	1.31	0.19	0.330	0.511	(A) Black or African American
BOD1L1	4p15.33	10.13	10.22	0.67	0.56	-0.10	0.331	0.512	(B) White
DELE1	5q31.3	10.56	10.52	0.28	0.37	0.04	0.331	0.512	(A) Black or African American
DYNC1H1	14q32.31	12.81	12.74	0.44	0.47	0.06	0.331	0.512	(A) Black or African American
IL12A	3q25.33	2.34	2.21	0.95	0.91	0.14	0.331	0.512	(A) Black or African American
ASCL1	12q23.2	0.60	0.79	1.35	1.11	-0.19	0.331	0.512	(B) White
VHLL	1q22	0.15	0.23	0.61	0.42	-0.09	0.331	0.512	(B) White
IFNL2	19q13.2	0.06	0.02	0.26	0.10	0.04	0.331	0.512	(A) Black or African American
PHKA1	Xq13.1	8.31	8.09	1.52	1.20	0.21	0.331	0.512	(A) Black or African American
ASF1A	6q22.31	8.25	8.31	0.46	0.49	-0.07	0.331	0.512	(B) White
LYPD4	19q13.2	0.20	0.30	0.71	0.61	-0.10	0.331	0.513	(B) White
RPEL1	10q24.33	4.52	4.62	0.76	0.66	-0.11	0.332	0.513	(B) White
THEM5	1q21.3	2.59	2.43	1.10	1.07	0.16	0.332	0.513	(A) Black or African American
CCDC77	12p13.33	6.87	6.94	0.48	0.48	-0.07	0.332	0.513	(B) White
SCARF2	22q11.21	7.42	7.24	1.23	1.24	0.18	0.332	0.513	(A) Black or African American
RIPPLY1	Xq22.3	1.56	1.42	0.95	1.03	0.14	0.332	0.513	(A) Black or African American
MRGBP	20q13.33	8.49	8.41	0.57	0.48	0.08	0.332	0.513	(A) Black or African American
HTR7P1	12p13.1	6.49	6.58	0.65	0.61	-0.09	0.332	0.513	(B) White
SLC38A9	5q11.2	7.33	7.39	0.43	0.44	-0.06	0.332	0.513	(B) White
HSPA4L	4q28.1	8.46	8.59	0.84	1.05	-0.13	0.332	0.513	(B) White
IL11	19q13.42	1.49	1.27	1.51	1.44	0.22	0.332	0.513	(A) Black or African American
INSM2	14q13.2	0.27	0.35	0.62	0.54	-0.09	0.332	0.514	(B) White
ZNF32	10q11.21	9.29	9.22	0.47	0.51	0.07	0.332	0.514	(A) Black or African American
RPL32	3p25.2	13.41	13.32	0.65	0.69	0.10	0.333	0.514	(A) Black or African American
PIK3R6	17p13.1	5.76	5.95	1.29	1.34	-0.19	0.333	0.514	(B) White
GPR157	1p36.22	4.08	3.92	1.07	0.97	0.15	0.333	0.514	(A) Black or African American
GABRR2	6q15	2.49	2.32	1.20	1.30	0.18	0.333	0.514	(A) Black or African American
APEX1	14q11.2	11.37	11.30	0.48	0.45	0.07	0.333	0.514	(A) Black or African American
SNORA26	4q12	0.05	0.02	0.18	0.13	0.03	0.333	0.514	(A) Black or African American
GAGE10	Xp11.23	0.09	0.05	0.26	0.20	0.04	0.333	0.514	(A) Black or African American
OR13F1	9q31.1	0.06	0.02	0.28	0.11	0.04	0.333	0.514	(A) Black or African American
MAP4K5	14q22.1	9.60	9.53	0.53	0.56	0.08	0.333	0.514	(A) Black or African American
LINC00852	3p25.3	3.97	3.87	0.69	0.78	0.10	0.333	0.514	(A) Black or African American
MYO1D	17q11.2	10.84	10.71	0.94	0.68	0.13	0.333	0.514	(A) Black or African American
ZRANB2	1p31.1	10.10	10.03	0.48	0.53	0.07	0.333	0.514	(A) Black or African American
NAPRT	8q24.3	9.66	9.51	1.03	1.01	0.15	0.333	0.514	(A) Black or African American
GGCT	7p14.3	8.77	8.70	0.48	0.52	0.07	0.333	0.514	(A) Black or African American
RPS4X	Xq13.1	14.43	14.52	0.65	0.56	-0.09	0.333	0.514	(B) White
ATOH1	4q22.2	0.05	0.01	0.31	0.12	0.04	0.333	0.514	(A) Black or African American
HEPN1	11q24.2	0.82	0.70	0.89	0.93	0.13	0.333	0.514	(A) Black or African American
LITAF	16p13.13	11.82	11.92	0.71	0.65	-0.10	0.333	0.515	(B) White
MINAR1	15q25.1	4.40	4.54	0.94	1.07	-0.14	0.334	0.515	(B) White
ITGAX	16p11.2	9.19	9.01	1.27	1.14	0.18	0.334	0.515	(A) Black or African American
LRRTM1	2p12	0.91	0.60	2.27	1.49	0.31	0.334	0.515	(A) Black or African American
PSPH	7p11.2	8.37	8.26	0.70	0.72	0.10	0.334	0.515	(A) Black or African American
SPANXB1	Xq27.1	0.22	0.30	0.43	1.05	-0.08	0.334	0.515	(B) White
TMIGD2	19p13.3	2.79	2.96	1.21	1.12	-0.17	0.334	0.515	(B) White
ARG2	14q24.1	9.13	8.88	1.73	1.52	0.25	0.334	0.515	(A) Black or African American
MTO1	6q13	8.71	8.76	0.34	0.42	-0.05	0.334	0.515	(B) White
BEX4	Xq22.1	9.79	9.66	0.87	0.90	0.13	0.334	0.515	(A) Black or African American
CRYBG3	3q11.2	8.09	8.21	0.84	0.76	-0.12	0.334	0.515	(B) White
FAM78A	9q34.13	8.10	8.24	0.99	0.87	-0.14	0.334	0.515	(B) White
C1GALT1C1L	2p21	4.56	4.42	0.99	1.00	0.14	0.334	0.515	(A) Black or African American
LCE3D	1q21.3	0.06	0.04	0.21	0.17	0.03	0.334	0.515	(A) Black or African American
BCAN	1q23.1	4.25	3.99	1.89	1.25	0.26	0.334	0.515	(A) Black or African American
RAB11FIP5	2p13.2	11.02	11.10	0.53	0.53	-0.08	0.334	0.515	(B) White
LOC391343	2p25.3	0.38	0.27	0.74	0.50	0.10	0.334	0.515	(A) Black or African American
GRIP2	3p25.1	3.13	3.34	1.50	1.44	-0.21	0.334	0.515	(B) White
ALOX15B	17p13.1	4.94	5.27	2.33	1.85	-0.33	0.334	0.515	(B) White
MED17	11q21	9.21	9.16	0.33	0.40	0.05	0.335	0.515	(A) Black or African American
KRT8	12q13.13	13.16	13.01	1.07	0.94	0.15	0.335	0.516	(A) Black or African American
FAM66C	12p13.31	4.75	4.63	0.82	0.76	0.12	0.335	0.516	(A) Black or African American
SLC6A14	Xq23	0.50	0.37	0.90	0.83	0.13	0.335	0.516	(A) Black or African American
ELAVL2	9p21.3	3.43	3.67	1.69	1.48	-0.24	0.335	0.516	(B) White
MIEN1	17q12	9.47	9.36	0.74	0.71	0.11	0.335	0.516	(A) Black or African American
GATA6	18q11.2	6.59	6.38	1.51	1.14	0.21	0.335	0.516	(A) Black or African American
RNF217	6q22.31	6.33	6.43	0.66	0.73	-0.10	0.335	0.516	(B) White
CYP4Z1	1p33	0.75	0.62	0.98	0.67	0.14	0.335	0.516	(A) Black or African American
NCOA7	6q22.31-q22.32	10.46	10.33	0.92	0.88	0.13	0.335	0.516	(A) Black or African American
AQP6	12q13.12	2.60	2.24	2.55	2.50	0.36	0.335	0.516	(A) Black or African American
MAB21L1	13q13.3	1.52	1.65	0.95	0.97	-0.14	0.336	0.517	(B) White
PON1	7q21.3	0.81	0.66	1.07	1.08	0.15	0.336	0.517	(A) Black or African American
DNAJA4	15q25.1	8.69	8.51	1.27	0.97	0.18	0.336	0.517	(A) Black or African American
MERTK	2q13	8.74	8.87	0.89	0.83	-0.13	0.336	0.517	(B) White
PTPRH	19q13.42	2.92	3.23	2.13	2.59	-0.32	0.336	0.517	(B) White
FAM136BP	6p25.2	0.20	0.26	0.42	0.41	-0.06	0.336	0.517	(B) White
OR11H4	14q11.2	0.07	0.12	0.33	0.29	-0.05	0.336	0.517	(B) White
PRSS41	16p13.3	0.10	0.05	0.34	0.21	0.05	0.336	0.517	(A) Black or African American
VAMP5	2p11.2	9.85	10.00	1.03	0.81	-0.14	0.336	0.517	(B) White
CSGALNACT1	8p21.3	8.74	8.94	1.47	0.93	-0.20	0.336	0.517	(B) White
ADGRE4P	19p13.2	3.48	3.24	1.64	1.57	0.23	0.336	0.517	(A) Black or African American
ANXA8	10q11.22	2.18	1.91	1.84	2.27	0.27	0.336	0.517	(A) Black or African American
KLHL6	3q27.1	7.73	7.92	1.37	1.03	-0.19	0.336	0.517	(B) White
FLVCR2	14q24.3	8.11	8.28	1.25	0.78	-0.17	0.336	0.517	(B) White
CHRNA4	20q13.33	1.44	1.21	1.62	1.74	0.23	0.336	0.517	(A) Black or African American
