Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
DNAJC5G	2p23.3	0.08	0.12	0.29	0.39	-0.04	0.416	0.921	(B) White
SPATA2L	16q24.3	8.66	8.76	0.84	0.75	-0.10	0.416	0.921	(B) White
C11ORF1	11q23.1	8.78	8.86	0.65	0.61	-0.08	0.416	0.921	(B) White
NOX5	15q23	2.32	2.13	1.59	1.52	0.19	0.416	0.921	(A) Black or African American
WDR25	14q32.2	7.68	7.73	0.40	0.42	-0.05	0.416	0.921	(B) White
PARVA	11p15.3	10.19	10.12	0.53	0.52	0.06	0.416	0.921	(A) Black or African American
PDC	1q31.1	0.34	0.28	0.51	0.46	0.06	0.416	0.921	(A) Black or African American
TRAPPC2	Xp22.2	8.23	8.17	0.52	0.44	0.06	0.416	0.921	(A) Black or African American
HIST1H2BD	6p22.2	8.27	8.40	1.13	1.10	-0.14	0.416	0.921	(B) White
SLC10A6	4q21.3	1.03	1.15	0.95	0.94	-0.11	0.416	0.921	(B) White
PPA1	10q22.1	10.80	10.73	0.55	0.60	0.07	0.416	0.921	(A) Black or African American
GPD1L	3p22.3	10.29	10.20	0.71	0.76	0.09	0.416	0.921	(A) Black or African American
WRN	8p12	7.61	7.71	0.80	0.91	-0.10	0.416	0.921	(B) White
JAK3	19p13.11	8.53	8.38	1.12	1.38	0.14	0.416	0.921	(A) Black or African American
CREB3L2	7q33	10.98	11.08	0.76	0.77	-0.09	0.416	0.921	(B) White
SPINK2	4q12	1.08	0.92	1.29	1.23	0.15	0.416	0.921	(A) Black or African American
GBA2	9p13.3	10.78	10.83	0.44	0.54	-0.06	0.416	0.921	(B) White
IFNA21	9p21.3	0.07	0.09	0.19	0.25	-0.03	0.416	0.921	(B) White
CYP4X1	1p33|1	3.70	3.50	1.71	1.53	0.20	0.416	0.921	(A) Black or African American
CYP2F1	19q13.2	0.17	0.22	0.34	0.57	-0.05	0.416	0.921	(B) White
C4ORF48	4p16.3	6.65	6.87	1.85	1.78	-0.22	0.417	0.921	(B) White
OSM	22q12.2	5.05	5.23	1.45	1.75	-0.18	0.417	0.921	(B) White
C10ORF113	10p12.31	0.12	0.08	0.29	0.26	0.03	0.417	0.921	(A) Black or African American
SPACA1	6q15	0.39	0.25	1.14	0.84	0.13	0.417	0.921	(A) Black or African American
SCGN	6p22.2	6.77	6.43	3.05	2.18	0.35	0.417	0.921	(A) Black or African American
OR5K1	3q11.2	0.17	0.12	0.39	0.26	0.04	0.417	0.921	(A) Black or African American
MN1	22q12.1	4.46	4.61	1.27	1.22	-0.15	0.417	0.921	(B) White
FLT3LG	19q13.33	6.92	6.80	0.95	0.87	0.11	0.417	0.922	(A) Black or African American
CDK12	17q12	9.71	9.77	0.53	0.59	-0.07	0.417	0.922	(B) White
MPV17	2p23.3	10.50	10.56	0.47	0.55	-0.06	0.417	0.922	(B) White
ZFP30	19q13.12	7.11	7.03	0.65	0.72	0.08	0.417	0.922	(A) Black or African American
CTSK	1q21.3	8.17	8.38	1.65	1.96	-0.21	0.417	0.922	(B) White
CASC8	8q24.21	0.09	0.06	0.25	0.23	0.03	0.418	0.922	(A) Black or African American
NLRP11	19q13.42-q13.43	3.61	3.43	1.51	1.55	0.18	0.418	0.922	(A) Black or African American
TCF3	19p13.3	10.09	10.16	0.53	0.57	-0.07	0.418	0.922	(B) White
PTP4A3	8q24.3	8.74	8.63	0.96	0.93	0.11	0.418	0.922	(A) Black or African American
PA2G4	12q13.2	11.56	11.50	0.46	0.39	0.05	0.418	0.922	(A) Black or African American
PAH	12q23.2	4.54	5.01	3.95	3.85	-0.47	0.418	0.922	(B) White
RBP2	3q23	0.18	0.23	0.29	0.50	-0.04	0.418	0.922	(B) White
FAM25A	10q23.2	0.20	0.28	0.56	0.93	-0.08	0.418	0.922	(B) White
MRM3	17p13.3	8.91	8.97	0.55	0.58	-0.07	0.418	0.922	(B) White
GAD1	2q31.1	2.77	2.50	2.22	2.06	0.26	0.418	0.922	(A) Black or African American
LINC02685	11p11.2	0.15	0.09	0.53	0.29	0.06	0.418	0.922	(A) Black or African American
ATAD1	10q23.31	9.96	9.90	0.52	0.45	0.06	0.418	0.922	(A) Black or African American
RIIAD1	1q21.3	1.18	1.02	1.36	1.31	0.16	0.418	0.922	(A) Black or African American
FOXG1	14q12	0.65	0.51	1.22	0.98	0.14	0.418	0.922	(A) Black or African American
FAM30A	14q32.33	2.16	1.94	1.86	1.86	0.22	0.418	0.922	(A) Black or African American
ARPC5	1q25.3	11.56	11.51	0.41	0.43	0.05	0.418	0.922	(A) Black or African American
ACTL6B	7q22.1	0.07	0.03	0.38	0.14	0.04	0.418	0.922	(A) Black or African American
SNORA47	5q13.3	0.13	0.17	0.27	0.37	-0.04	0.418	0.922	(B) White
HEXIM1	17q21.31	10.41	10.46	0.47	0.56	-0.06	0.418	0.922	(B) White
PES1	22q12.2	10.39	10.45	0.51	0.43	-0.06	0.418	0.922	(B) White
PCDHA4	5q31.3	5.73	5.40	2.73	2.75	0.33	0.419	0.922	(A) Black or African American
GGCT	7p14.3	9.35	9.29	0.57	0.55	0.07	0.419	0.922	(A) Black or African American
BMF	15q15.1	8.46	8.34	1.01	1.13	0.12	0.419	0.922	(A) Black or African American
NTN5	19q13.33	3.45	3.28	1.40	1.26	0.16	0.419	0.922	(A) Black or African American
UBAP2L	1q21.3	11.17	11.22	0.37	0.43	-0.05	0.419	0.922	(B) White
CEACAM6	19q13.2	1.82	1.56	2.18	2.09	0.26	0.419	0.922	(A) Black or African American
NFYA	6p21.1	9.18	9.24	0.48	0.56	-0.06	0.419	0.922	(B) White
EIF4A3	17q25.3	10.60	10.65	0.39	0.48	-0.05	0.419	0.922	(B) White
PTPN14	1q32.3-q41	7.52	7.64	0.96	1.04	-0.12	0.419	0.922	(B) White
STMN3	20q13.33	10.68	10.86	1.53	1.51	-0.18	0.419	0.922	(B) White
SLC11A2	12q13.12	10.22	10.15	0.51	0.54	0.06	0.419	0.922	(A) Black or African American
TRHR	8q23.1	0.06	0.04	0.21	0.15	0.02	0.419	0.922	(A) Black or African American
MRPS2	9q34.3	10.38	10.32	0.55	0.50	0.06	0.419	0.922	(A) Black or African American
IKBKB	8p11.21	9.88	9.93	0.35	0.39	-0.04	0.419	0.922	(B) White
CDK5RAP1	20q11.21	8.91	8.96	0.35	0.45	-0.04	0.419	0.922	(B) White
ELF5	11p13	1.39	1.57	1.50	1.50	-0.18	0.419	0.922	(B) White
WDR60	7q36.3	9.39	9.47	0.70	0.74	-0.09	0.419	0.922	(B) White
DISC1	1q42.2	7.31	7.22	0.74	0.71	0.09	0.419	0.922	(A) Black or African American
DOK2	8p21.3	6.41	6.25	1.14	1.66	0.15	0.420	0.922	(A) Black or African American
FCGR2B	1q23.3	7.74	7.53	1.72	1.94	0.21	0.420	0.922	(A) Black or African American
PCDHA6	5q31.3	4.50	4.80	2.47	2.40	-0.29	0.420	0.922	(B) White
DEPDC7	11p13	6.16	5.97	1.60	1.51	0.19	0.420	0.922	(A) Black or African American
CLTCL1	22q11.21	6.97	7.06	0.69	0.68	-0.08	0.420	0.922	(B) White
MRAP	21q22.11	0.06	0.11	0.33	0.48	-0.04	0.420	0.922	(B) White
C16ORF92	16p11.2	0.13	0.07	0.52	0.26	0.06	0.420	0.922	(A) Black or African American
TOP1P1	1q24.3	6.72	6.67	0.46	0.50	0.06	0.420	0.922	(A) Black or African American
DAG1	3p21.31	11.91	11.97	0.49	0.54	-0.06	0.420	0.922	(B) White
UTP11	1p34.3	8.68	8.64	0.37	0.41	0.05	0.420	0.922	(A) Black or African American
EIF4G2	11p15.4	13.65	13.59	0.51	0.50	0.06	0.420	0.922	(A) Black or African American
DNAJB2	2q35	11.06	11.12	0.54	0.55	-0.06	0.420	0.922	(B) White
SUGT1P4-STRA6LP-CCDC180	9q22.33	6.91	6.82	0.70	0.81	0.09	0.420	0.922	(A) Black or African American
HPRT1	Xq26.2-q26.3	9.02	8.94	0.68	0.62	0.08	0.420	0.922	(A) Black or African American
APC2	19p13.3	3.04	2.92	0.94	1.07	0.12	0.420	0.922	(A) Black or African American
DEPDC4	12q23.1	3.94	3.84	0.73	0.91	0.09	0.420	0.922	(A) Black or African American
ZBTB37	1q25.1	3.79	3.94	1.26	1.15	-0.15	0.420	0.922	(B) White
CYLD	16q12.1	10.03	9.97	0.55	0.49	0.06	0.420	0.922	(A) Black or African American
PKNOX2	11q24.2	3.47	3.27	1.68	1.83	0.21	0.420	0.922	(A) Black or African American
TESK1	9p13.3	10.04	9.98	0.51	0.51	0.06	0.421	0.922	(A) Black or African American
GMPPA	2q35	9.54	9.60	0.51	0.54	-0.06	0.421	0.922	(B) White
LRIG3	12q14.1	8.30	8.45	1.23	1.09	-0.14	0.421	0.922	(B) White
MAGEA3	Xq28	0.40	0.22	1.59	0.97	0.18	0.421	0.922	(A) Black or African American
REG1CP	2p12	0.03	0.01	0.18	0.09	0.02	0.421	0.922	(A) Black or African American
OR51G1	11p15.4	0.03	0.01	0.18	0.13	0.02	0.421	0.922	(A) Black or African American
RALGAPA2	20p11.23	7.79	7.99	1.65	1.54	-0.19	0.421	0.922	(B) White
ADCYAP1	18p11.32	3.33	3.09	2.02	2.01	0.24	0.421	0.922	(A) Black or African American
CALD1	7q33	11.99	12.09	0.80	0.70	-0.09	0.421	0.922	(B) White
KTN1-AS1	14q22.3	5.12	5.20	0.67	0.68	-0.08	0.421	0.922	(B) White
ARHGAP23	17q12	7.98	8.13	1.20	1.30	-0.15	0.421	0.922	(B) White
PIGW	17q12	7.45	7.51	0.48	0.53	-0.06	0.421	0.922	(B) White
XIAP	Xq25	10.20	10.14	0.50	0.49	0.06	0.421	0.922	(A) Black or African American
CDO1	5q22.3	4.30	4.01	2.47	2.44	0.29	0.421	0.922	(A) Black or African American
WDR7	18q21.31	8.59	8.52	0.57	0.50	0.07	0.421	0.922	(A) Black or African American
CMTM2	16q21	2.42	2.26	1.36	1.39	0.16	0.421	0.922	(A) Black or African American
CYTOR	2p11.2	7.28	7.41	1.14	0.99	-0.13	0.421	0.922	(B) White
C5ORF56	5q31.1	6.07	5.98	0.65	0.78	0.08	0.421	0.922	(A) Black or African American
USP9X	Xp11.4	11.42	11.34	0.65	0.56	0.07	0.421	0.922	(A) Black or African American
PRAMEF20	1p36.21	0.04	0.06	0.16	0.28	-0.02	0.421	0.922	(B) White
FAM124A	13q14.3	5.44	5.63	1.59	1.55	-0.19	0.421	0.922	(B) White
VIT	2p22.2	0.49	0.62	1.04	0.98	-0.12	0.421	0.922	(B) White
TNFRSF18	1p36.33	3.73	3.94	1.77	1.84	-0.21	0.421	0.922	(B) White
QRFPR	4q27	6.76	7.04	2.34	2.55	-0.29	0.421	0.922	(B) White
OR11H6	14q11.2	0.06	0.04	0.20	0.17	0.02	0.421	0.922	(A) Black or African American
BCL11A	2p16.1	5.75	5.93	1.47	1.46	-0.18	0.421	0.922	(B) White
FOXRED1	11q24.2	9.30	9.25	0.47	0.56	0.06	0.422	0.922	(A) Black or African American
TPP2	13q33.1	9.86	9.92	0.54	0.50	-0.06	0.422	0.922	(B) White
COBLL1	2q24.3	11.07	10.94	1.12	1.13	0.13	0.422	0.922	(A) Black or African American
MYO18B	22q12.1	0.57	0.67	0.78	1.10	-0.10	0.422	0.922	(B) White
GGA1	22q13.1	10.46	10.53	0.59	0.57	-0.07	0.422	0.922	(B) White
FANCG	9p13.3	7.76	7.82	0.51	0.47	-0.06	0.422	0.922	(B) White
CCNL2	1p36.33	10.87	11.01	1.14	1.21	-0.14	0.422	0.922	(B) White
ZNF277	7q31.1	8.94	8.99	0.40	0.52	-0.05	0.422	0.922	(B) White
COASY	17q21.2	11.36	11.42	0.48	0.49	-0.06	0.422	0.922	(B) White
SIK2	11q23.1	9.82	9.89	0.59	0.66	-0.07	0.422	0.922	(B) White
C2ORF49	2q12.2	6.34	6.28	0.42	0.52	0.05	0.422	0.922	(A) Black or African American
RASGRF1	15q25.1	3.96	4.11	1.29	1.30	-0.15	0.422	0.922	(B) White
RAB4B	19q13.2	8.92	8.85	0.53	0.68	0.07	0.422	0.922	(A) Black or African American
CPEB4	5q35.2	9.97	9.87	0.86	0.91	0.10	0.422	0.922	(A) Black or African American
SPRR4	1q21.3	0.04	0.02	0.22	0.10	0.02	0.422	0.922	(A) Black or African American
FAM45A	10q26.11	8.61	8.55	0.52	0.42	0.06	0.422	0.922	(A) Black or African American
SH2D4B	10q23.1	0.83	0.73	0.83	0.82	0.10	0.422	0.922	(A) Black or African American
TTC22	1p32.3	6.34	6.53	1.62	1.64	-0.19	0.422	0.923	(B) White
MTSS1	8q24.13	9.87	9.99	0.89	1.09	-0.11	0.423	0.923	(B) White
MFSD4A-AS1	1q32.1	1.43	1.21	1.89	1.41	0.21	0.423	0.923	(A) Black or African American
YARS	1p35.1	10.20	10.14	0.56	0.49	0.06	0.423	0.923	(A) Black or African American
ISCA1P1	5q12.1	5.80	5.73	0.58	0.53	0.07	0.423	0.923	(A) Black or African American
KRT14	17q21.2	1.34	1.59	1.99	2.22	-0.24	0.423	0.923	(B) White
MAP1LC3B2	12q24.22	8.59	8.52	0.60	0.59	0.07	0.423	0.923	(A) Black or African American
SS18L2	3p22.1	7.96	8.03	0.55	0.64	-0.07	0.423	0.923	(B) White
NTRK3	15q25.3	4.25	4.01	2.04	2.01	0.24	0.423	0.923	(A) Black or African American
KLF4	9q31.2	9.28	9.15	1.11	1.26	0.14	0.423	0.923	(A) Black or African American
WDR33	2q14.3	10.24	10.21	0.27	0.27	0.03	0.423	0.923	(A) Black or African American
LCE6A	1q21.3	0.01	0.01	0.04	0.11	-0.01	0.423	0.923	(B) White
C12ORF4	12p13.32	8.31	8.25	0.52	0.48	0.06	0.423	0.923	(A) Black or African American
CLEC12B	12p13.2	1.32	1.20	0.97	1.11	0.12	0.423	0.923	(A) Black or African American
SLCO4A1	20q13.33	8.59	8.36	1.95	1.83	0.23	0.423	0.923	(A) Black or African American
PAPLN	14q24.2	11.47	11.63	1.35	1.24	-0.16	0.423	0.923	(B) White
ADAM17	2p25.1	8.70	8.58	0.97	0.88	0.11	0.423	0.923	(A) Black or African American
HSF2	6q22.31	7.87	7.82	0.41	0.39	0.05	0.423	0.923	(A) Black or African American
SCGB1D2	11q12.3	3.86	4.10	2.00	1.93	-0.24	0.423	0.923	(B) White
SNORD116-4	15q11.2	4.28	4.57	2.47	2.42	-0.29	0.423	0.923	(B) White
CEP78	9q21.2	6.98	7.04	0.51	0.58	-0.06	0.424	0.923	(B) White
TCF19	6p21.33	8.10	8.01	0.72	0.76	0.09	0.424	0.923	(A) Black or African American
C2ORF66	2q33.1	0.40	0.46	0.52	0.66	-0.07	0.424	0.923	(B) White
SLC14A2	18q12.3	1.02	0.86	1.38	1.22	0.16	0.424	0.923	(A) Black or African American
LINC01126	2p21	3.21	3.37	1.35	1.22	-0.16	0.424	0.923	(B) White
JRKL	11q21	8.14	8.21	0.63	0.56	-0.07	0.424	0.923	(B) White
AACS	12q24.31	9.71	9.66	0.39	0.53	0.05	0.424	0.923	(A) Black or African American
PRR29	17q23.3	6.86	7.03	1.48	1.42	-0.17	0.424	0.923	(B) White
RTL3	Xq21.1	0.30	0.37	0.60	0.68	-0.07	0.424	0.923	(B) White
DOCK1	10q26.2	10.61	10.52	0.74	0.70	0.09	0.424	0.923	(A) Black or African American
MAOB	Xp11.3	11.27	11.13	1.14	1.37	0.14	0.425	0.923	(A) Black or African American
TERF2	16q22.1	9.14	9.18	0.35	0.37	-0.04	0.425	0.923	(B) White
PRPS1	Xq22.3	9.49	9.43	0.53	0.50	0.06	0.425	0.923	(A) Black or African American
BRSK1	19q13.42	6.88	7.08	1.69	1.67	-0.20	0.425	0.923	(B) White
PIK3C2B	1q32.1	9.07	9.00	0.51	0.64	0.06	0.425	0.923	(A) Black or African American
PKD1L1	7p12.3	1.59	1.48	0.93	0.92	0.11	0.425	0.923	(A) Black or African American
NPNT	4q24	8.92	9.22	2.57	2.44	-0.30	0.425	0.923	(B) White
INSL6	9p24.1	0.13	0.18	0.32	0.56	-0.05	0.425	0.923	(B) White
ZNF296	19q13.32	4.49	4.62	1.00	1.20	-0.12	0.425	0.923	(B) White
ENTPD8	9q34.3	6.11	5.90	1.82	1.72	0.21	0.425	0.923	(A) Black or African American
DHRS11	17q12	8.23	8.13	0.80	0.81	0.10	0.425	0.923	(A) Black or African American
UPK1B	3q13.32	7.09	7.48	3.30	3.41	-0.39	0.425	0.923	(B) White
NMUR2	5q33.1	0.38	0.46	0.73	0.79	-0.09	0.425	0.923	(B) White
NRBF2	10q21.3	8.23	8.17	0.51	0.47	0.06	0.425	0.923	(A) Black or African American
ANXA2	15q22.2	13.71	13.63	0.69	0.59	0.08	0.425	0.923	(A) Black or African American
PTPRH	19q13.42	4.84	5.10	2.16	2.14	-0.26	0.425	0.923	(B) White
SPTY2D1	11p15.1	9.31	9.24	0.54	0.64	0.07	0.425	0.923	(A) Black or African American
TXNDC17	17p13.1	9.85	9.92	0.57	0.63	-0.07	0.425	0.923	(B) White
MAP10	1q42.2	5.43	5.56	1.06	1.11	-0.13	0.425	0.923	(B) White
TNFRSF14-AS1	1p36.32	7.89	7.73	1.34	1.31	0.16	0.425	0.923	(A) Black or African American
GPS2	17p13.1	10.54	10.60	0.53	0.57	-0.06	0.425	0.923	(B) White
GNB3	12p13.31	2.74	2.92	1.52	1.48	-0.18	0.425	0.923	(B) White
TTYH2	17q25.1	6.37	6.48	0.86	1.08	-0.11	0.425	0.923	(B) White
WDR20	14q32.31	8.69	8.63	0.48	0.40	0.05	0.425	0.923	(A) Black or African American
MTHFD2L	4q13.3	7.37	7.29	0.70	0.61	0.08	0.425	0.923	(A) Black or African American
RAD21L1	20p13	0.65	0.55	0.84	0.81	0.10	0.425	0.923	(A) Black or African American
CCS	11q13.2	9.68	9.78	0.87	0.74	-0.10	0.425	0.923	(B) White
UNC13D	17q25.1	7.82	7.69	1.00	1.22	0.12	0.425	0.923	(A) Black or African American
PTN	7q33	6.37	6.74	3.13	3.29	-0.38	0.425	0.923	(B) White
ACTL7A	9q31.3	0.04	0.03	0.13	0.15	0.02	0.425	0.923	(A) Black or African American
LPAR5	12p13.31	6.97	6.83	1.20	1.21	0.14	0.426	0.923	(A) Black or African American
AARSD1	17q21.31	9.61	9.68	0.65	0.62	-0.08	0.426	0.923	(B) White
LIN37	19q13.12	7.11	7.19	0.66	0.65	-0.08	0.426	0.923	(B) White
SNHG7	9q34.3	8.86	8.75	0.92	0.91	0.11	0.426	0.923	(A) Black or African American
OR5E1P	11p15.4	0.02	0.01	0.14	0.08	0.02	0.426	0.923	(A) Black or African American
PRDX5	11q13.1	12.73	12.66	0.62	0.67	0.08	0.426	0.923	(A) Black or African American
PSMG2	18p11.21	9.79	9.74	0.42	0.48	0.05	0.426	0.923	(A) Black or African American
ZNF490	19p13.2-p13.13	7.69	7.65	0.31	0.41	0.04	0.426	0.923	(A) Black or African American
GAGE10	Xp11.23	0.18	0.23	0.37	0.54	-0.05	0.426	0.923	(B) White
BAALC	8q22.3	3.91	4.04	1.03	1.30	-0.13	0.426	0.923	(B) White
VAMP2	17p13.1	10.72	10.78	0.56	0.62	-0.07	0.426	0.923	(B) White
SIGLEC7	19q13.41	5.71	5.54	1.40	1.70	0.17	0.426	0.923	(A) Black or African American
FEM1B	15q23	10.02	9.97	0.47	0.44	0.05	0.426	0.923	(A) Black or African American
C9ORF153	9q21.33	0.54	0.48	0.52	0.56	0.06	0.426	0.923	(A) Black or African American
SIRT1	10q21.3	8.62	8.54	0.68	0.50	0.08	0.426	0.923	(A) Black or African American
REL	2p16.1	4.58	4.76	1.56	1.34	-0.18	0.426	0.923	(B) White
LINC00852	3p25.3	4.03	3.94	0.80	0.84	0.10	0.426	0.923	(A) Black or African American
ABCC11	16q12.1	1.19	1.32	1.04	1.05	-0.12	0.427	0.923	(B) White
GPR84	12q13.13	4.04	3.89	1.26	1.21	0.15	0.427	0.923	(A) Black or African American
ZNF558	19p13.2	8.23	8.34	0.91	1.00	-0.11	0.427	0.923	(B) White
NEURL1B	5q35.1	7.58	7.46	0.95	1.17	0.12	0.427	0.923	(A) Black or African American
BCLAF3	Xp22.12	7.49	7.56	0.64	0.54	-0.07	0.427	0.923	(B) White
PIGP	21q22.13	8.04	7.97	0.54	0.62	0.07	0.427	0.923	(A) Black or African American
OR5K3	3q11.2	0.01	0.00	0.08	0.03	0.01	0.427	0.923	(A) Black or African American
OOSP2	11q12.1	0.02	0.01	0.12	0.07	0.01	0.427	0.923	(A) Black or African American
PRR12	19q13.33	9.63	9.69	0.60	0.49	-0.07	0.427	0.923	(B) White
GOLGA1	9q33.3	9.10	9.15	0.39	0.42	-0.05	0.427	0.923	(B) White
CD27-AS1	12p13.31	9.09	9.17	0.70	0.61	-0.08	0.427	0.923	(B) White
DDC	7p12.2-p12.1	8.70	9.01	2.57	2.54	-0.30	0.427	0.923	(B) White
LINC00114	21q22.2	0.12	0.09	0.29	0.25	0.03	0.427	0.923	(A) Black or African American
FGA	4q31.3	2.88	3.26	3.15	3.13	-0.37	0.427	0.923	(B) White
PLA2G4E	15q15.1	0.13	0.17	0.31	0.39	-0.04	0.427	0.923	(B) White
TENT4B	16q12.1	8.94	9.00	0.48	0.61	-0.06	0.427	0.923	(B) White
NXF2B	Xq22.1	0.25	0.14	0.95	0.57	0.10	0.427	0.923	(A) Black or African American
ZNF135	19q13.43	6.77	6.60	1.37	1.67	0.17	0.427	0.923	(A) Black or African American
ADGRG1	16q21	12.56	12.38	1.51	1.33	0.17	0.427	0.923	(A) Black or African American
SNORA16B	1q32.3	0.02	0.01	0.12	0.06	0.01	0.427	0.923	(A) Black or African American
RXYLT1	12q14.2	8.25	8.19	0.47	0.46	0.06	0.427	0.923	(A) Black or African American
SLC24A5	15q21.1	4.47	4.31	1.31	1.53	0.16	0.427	0.923	(A) Black or African American
ZNF780A	19q13.2	8.01	7.95	0.53	0.45	0.06	0.427	0.923	(A) Black or African American
RLN3	19p13.12	0.08	0.05	0.28	0.19	0.03	0.427	0.923	(A) Black or African American
CPNE9	3p25.3	2.23	2.37	1.14	1.32	-0.14	0.427	0.923	(B) White
TMEM25	11q23.3	8.82	8.67	1.29	1.17	0.15	0.427	0.923	(A) Black or African American
CISD1	10q21.1	9.80	9.73	0.56	0.64	0.07	0.427	0.923	(A) Black or African American
LMAN1L	15q24.1	0.26	0.21	0.43	0.40	0.05	0.428	0.923	(A) Black or African American
GASK1A	3p22.1	3.98	3.81	1.49	1.48	0.18	0.428	0.923	(A) Black or African American
HORMAD1	1q21.3	0.56	0.47	0.77	0.87	0.09	0.428	0.923	(A) Black or African American
ZNF486	19p12	6.32	6.51	1.59	1.91	-0.20	0.428	0.923	(B) White
BSG	19p13.3	14.81	14.75	0.52	0.61	0.06	0.428	0.923	(A) Black or African American
EGFEM1P	3q26.2	1.41	1.55	1.11	1.18	-0.13	0.428	0.923	(B) White
GGT8P	2p11.2	4.80	4.99	1.65	1.61	-0.19	0.428	0.923	(B) White
PCTP	17q22	9.35	9.40	0.41	0.48	-0.05	0.428	0.923	(B) White
MBTD1	17q21.33	8.76	8.83	0.63	0.59	-0.07	0.428	0.923	(B) White
SERPING1	11q12.1	13.10	12.89	1.85	1.85	0.22	0.428	0.923	(A) Black or African American
PNLIP	10q25.3	0.05	0.09	0.27	0.52	-0.04	0.428	0.923	(B) White
CCDC66	3p14.3	7.65	7.55	0.79	0.86	0.09	0.428	0.923	(A) Black or African American
CCNH	5q14.3	9.01	8.96	0.40	0.42	0.05	0.428	0.923	(A) Black or African American
GAREM1	18q12.1	7.94	8.06	1.03	1.06	-0.12	0.428	0.923	(B) White
PSME3	17q21.31	11.25	11.28	0.29	0.36	-0.04	0.428	0.923	(B) White
ULK1	12q24.33	10.52	10.46	0.46	0.53	0.06	0.428	0.923	(A) Black or African American
VWC2L	2q34-q35	0.09	0.13	0.26	0.31	-0.03	0.428	0.923	(B) White
PACRGL	4p15.31	7.35	7.40	0.41	0.41	-0.05	0.428	0.924	(B) White
PNN	14q21.1	10.52	10.60	0.64	0.64	-0.08	0.429	0.924	(B) White
PCDHA8	5q31.3	2.90	2.70	1.73	1.80	0.21	0.429	0.924	(A) Black or African American
PPRC1	10q24.32	9.21	9.27	0.56	0.54	-0.07	0.429	0.924	(B) White
LINC00346	13q34	5.77	5.89	0.93	1.04	-0.11	0.429	0.924	(B) White
DHRS7	14q23.1	10.78	10.83	0.44	0.61	-0.06	0.429	0.924	(B) White
CALCOCO2	17q21.32	11.01	11.05	0.32	0.31	-0.04	0.429	0.924	(B) White
FAM122C	Xq26.3	4.74	4.68	0.58	0.59	0.07	0.429	0.924	(A) Black or African American
LILRA4	19q13.42	4.73	4.48	2.09	2.20	0.25	0.429	0.924	(A) Black or African American
EXOC6B	2p13.2	6.24	6.42	1.54	1.48	-0.18	0.429	0.924	(B) White
CCDC61	19q13.32	7.62	7.71	0.76	0.70	-0.09	0.429	0.924	(B) White
ARFGEF3	6q23.3-q24.1	5.91	6.14	1.92	1.84	-0.22	0.429	0.924	(B) White
FRMD6	14q22.1	7.16	7.03	1.17	1.16	0.14	0.429	0.924	(A) Black or African American
SALL2	14q11.2	7.84	7.71	1.10	1.18	0.13	0.429	0.924	(A) Black or African American
KBTBD13	15q22.31	0.12	0.09	0.28	0.29	0.03	0.429	0.924	(A) Black or African American
PSMC5	17q23.3	11.79	11.85	0.50	0.50	-0.06	0.429	0.924	(B) White
CD4	12p13.31	10.02	9.88	1.07	1.33	0.13	0.429	0.924	(A) Black or African American
SUMO1P3	1q23.2	7.19	7.13	0.51	0.49	0.06	0.429	0.924	(A) Black or African American
PEX11B	1q21.1	9.48	9.52	0.31	0.27	-0.04	0.429	0.924	(B) White
LCN8	9q34.3	0.41	0.30	1.05	0.71	0.11	0.430	0.924	(A) Black or African American
FAM185A	7q22.1	7.11	7.04	0.59	0.47	0.07	0.430	0.924	(A) Black or African American
RABIF	1q32.1	8.02	7.98	0.38	0.41	0.05	0.430	0.924	(A) Black or African American
DVL1	1p36.33	10.18	10.25	0.51	0.64	-0.06	0.430	0.924	(B) White
SLC5A8	12q23.1-q23.2	6.05	6.42	3.11	3.23	-0.37	0.430	0.924	(B) White
ALG11	13q14.3	4.38	4.48	0.79	0.73	-0.09	0.430	0.924	(B) White
FGB	4q31.3	3.96	4.43	3.97	4.08	-0.47	0.430	0.924	(B) White
LZTS1	8p21.3	6.50	6.35	1.22	1.35	0.15	0.430	0.924	(A) Black or African American
KCNK5	6p21.2	9.98	10.14	1.30	1.31	-0.15	0.430	0.924	(B) White
DCAF15	19p13.12	8.80	8.85	0.39	0.45	-0.05	0.430	0.924	(B) White
SPECC1L	22q11.23	9.92	9.97	0.39	0.46	-0.05	0.430	0.924	(B) White
RACK1	5q35.3	14.41	14.47	0.57	0.56	-0.07	0.430	0.924	(B) White
BEX4	Xq22.1	9.83	9.94	0.90	0.91	-0.11	0.430	0.924	(B) White
ATL2	2p22.2-p22.1	9.29	9.35	0.51	0.48	-0.06	0.430	0.924	(B) White
TP73	1p36.32	2.74	2.89	1.20	1.43	-0.15	0.430	0.924	(B) White
GRIN2B	12p13.1	0.75	0.91	1.35	1.22	-0.16	0.430	0.924	(B) White
C1RL	12p13.31	10.55	10.64	0.83	0.62	-0.09	0.430	0.924	(B) White
BARHL2	1p22.2	0.04	0.07	0.15	0.36	-0.03	0.430	0.924	(B) White
EFCAB11	14q32.11	5.57	5.64	0.56	0.59	-0.07	0.430	0.924	(B) White
PRSS55	8p23.1	0.19	0.24	0.38	0.60	-0.05	0.430	0.924	(B) White
RNMT	18p11.21	9.39	9.45	0.49	0.54	-0.06	0.430	0.924	(B) White
